id,domain,domain_label,subdomain,subdomain_label,tier,level,priority,frequency,question_type,role_tracks,question,answer_requirements,follow_up_question,source_name,source_url,source_locator,status,review_status,quality_origin,import_action
master-testing-fundamentals-exploratory-testing-03,testing-fundamentals,Testing fundamentals & quality engineering,exploratory-testing,Exploratory Testing,A,advanced,P2,occasional,system_design,Senior SDET | Lead SDET | QA Manager,"Design an enterprise-scale approach to exploratory testing. Cover quality attributes, ownership, migration, observability, security, cost, and the evidence that would trigger revisiting the decision.","Accurately define exploratory testing in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria. | Explain trade-offs at scale and identify conditions that would change the chosen design.",Which part of your design is most likely to become a maintenance problem after one year?,ISTQB,https://www.istqb.org/,exploratory testing,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-exploratory-testing-04,testing-fundamentals,Testing fundamentals & quality engineering,exploratory-testing,Exploratory Testing,A,advanced,P2,occasional,incident_postmortem,Senior SDET | Lead SDET | QA Manager,"Lead a postmortem for a release failure rooted in exploratory testing. Separate immediate recovery, root cause, systemic contributors, corrective actions, and verification of the prevention work.","Accurately define exploratory testing in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,ISTQB,https://www.istqb.org/,exploratory testing,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-defect-lifecycle-01,testing-fundamentals,Testing fundamentals & quality engineering,defect-lifecycle,Defect Lifecycle,A,basic,P0,very_common,concept,Senior SDET | Lead SDET | QA Manager,"Define defect lifecycle in Testing fundamentals & quality engineering. What decision does it support, and what symptoms show that the concept has been misunderstood?","Accurately define defect lifecycle in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria.",What evidence would cause you to reject the first implementation of defect lifecycle?,ISTQB,https://www.istqb.org/,defect lifecycle,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-defect-lifecycle-02,testing-fundamentals,Testing fundamentals & quality engineering,defect-lifecycle,Defect Lifecycle,A,intermediate,P1,common,framework_design,Senior SDET | Lead SDET | QA Manager,Review an automation or quality architecture that handles defect lifecycle through shared mutable utilities and implicit conventions. Identify the failure modes and propose explicit boundaries.,"Accurately define defect lifecycle in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",ISTQB,https://www.istqb.org/,defect lifecycle,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-defect-lifecycle-03,testing-fundamentals,Testing fundamentals & quality engineering,defect-lifecycle,Defect Lifecycle,A,advanced,P2,occasional,system_design,Senior SDET | Lead SDET | QA Manager,"Design an enterprise-scale approach to defect lifecycle. Cover quality attributes, ownership, migration, observability, security, cost, and the evidence that would trigger revisiting the decision.","Accurately define defect lifecycle in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria. | Explain trade-offs at scale and identify conditions that would change the chosen design.",Which part of your design is most likely to become a maintenance problem after one year?,ISTQB,https://www.istqb.org/,defect lifecycle,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-defect-lifecycle-04,testing-fundamentals,Testing fundamentals & quality engineering,defect-lifecycle,Defect Lifecycle,A,advanced,P2,occasional,incident_postmortem,Senior SDET | Lead SDET | QA Manager,"Lead a postmortem for a release failure rooted in defect lifecycle. Separate immediate recovery, root cause, systemic contributors, corrective actions, and verification of the prevention work.","Accurately define defect lifecycle in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,ISTQB,https://www.istqb.org/,defect lifecycle,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-quality-gates-01,testing-fundamentals,Testing fundamentals & quality engineering,quality-gates,Quality Gates,A,basic,P0,very_common,concept,Senior SDET | Lead SDET | QA Manager,"Define quality gates in Testing fundamentals & quality engineering. What decision does it support, and what symptoms show that the concept has been misunderstood?","Accurately define quality gates in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria.",What evidence would cause you to reject the first implementation of quality gates?,ISTQB,https://www.istqb.org/,quality gates,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-quality-gates-02,testing-fundamentals,Testing fundamentals & quality engineering,quality-gates,Quality Gates,A,intermediate,P1,common,framework_design,Senior SDET | Lead SDET | QA Manager,Review an automation or quality architecture that handles quality gates through shared mutable utilities and implicit conventions. Identify the failure modes and propose explicit boundaries.,"Accurately define quality gates in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",ISTQB,https://www.istqb.org/,quality gates,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-quality-gates-03,testing-fundamentals,Testing fundamentals & quality engineering,quality-gates,Quality Gates,A,advanced,P2,occasional,system_design,Senior SDET | Lead SDET | QA Manager,"Design an enterprise-scale approach to quality gates. Cover quality attributes, ownership, migration, observability, security, cost, and the evidence that would trigger revisiting the decision.","Accurately define quality gates in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria. | Explain trade-offs at scale and identify conditions that would change the chosen design.",Which part of your design is most likely to become a maintenance problem after one year?,ISTQB,https://www.istqb.org/,quality gates,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-quality-gates-04,testing-fundamentals,Testing fundamentals & quality engineering,quality-gates,Quality Gates,A,advanced,P2,occasional,incident_postmortem,Senior SDET | Lead SDET | QA Manager,"Lead a postmortem for a release failure rooted in quality gates. Separate immediate recovery, root cause, systemic contributors, corrective actions, and verification of the prevention work.","Accurately define quality gates in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,ISTQB,https://www.istqb.org/,quality gates,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-traceability-01,testing-fundamentals,Testing fundamentals & quality engineering,traceability,Traceability,A,basic,P0,very_common,concept,Senior SDET | Lead SDET | QA Manager,"Define traceability in Testing fundamentals & quality engineering. What decision does it support, and what symptoms show that the concept has been misunderstood?","Accurately define traceability in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria.",What evidence would cause you to reject the first implementation of traceability?,ISTQB,https://www.istqb.org/,traceability,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-traceability-02,testing-fundamentals,Testing fundamentals & quality engineering,traceability,Traceability,A,intermediate,P1,common,framework_design,Senior SDET | Lead SDET | QA Manager,Review an automation or quality architecture that handles traceability through shared mutable utilities and implicit conventions. Identify the failure modes and propose explicit boundaries.,"Accurately define traceability in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",ISTQB,https://www.istqb.org/,traceability,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-traceability-03,testing-fundamentals,Testing fundamentals & quality engineering,traceability,Traceability,A,advanced,P2,occasional,system_design,Senior SDET | Lead SDET | QA Manager,"Design an enterprise-scale approach to traceability. Cover quality attributes, ownership, migration, observability, security, cost, and the evidence that would trigger revisiting the decision.","Accurately define traceability in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria. | Explain trade-offs at scale and identify conditions that would change the chosen design.",Which part of your design is most likely to become a maintenance problem after one year?,ISTQB,https://www.istqb.org/,traceability,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-traceability-04,testing-fundamentals,Testing fundamentals & quality engineering,traceability,Traceability,A,advanced,P2,occasional,incident_postmortem,Senior SDET | Lead SDET | QA Manager,"Lead a postmortem for a release failure rooted in traceability. Separate immediate recovery, root cause, systemic contributors, corrective actions, and verification of the prevention work.","Accurately define traceability in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,ISTQB,https://www.istqb.org/,traceability,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-metrics-01,testing-fundamentals,Testing fundamentals & quality engineering,metrics,Metrics,A,basic,P0,very_common,concept,Senior SDET | Lead SDET | QA Manager,"Define metrics in Testing fundamentals & quality engineering. What decision does it support, and what symptoms show that the concept has been misunderstood?","Accurately define metrics in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria.",What evidence would cause you to reject the first implementation of metrics?,ISTQB,https://www.istqb.org/,metrics,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-metrics-02,testing-fundamentals,Testing fundamentals & quality engineering,metrics,Metrics,A,intermediate,P1,common,framework_design,Senior SDET | Lead SDET | QA Manager,Review an automation or quality architecture that handles metrics through shared mutable utilities and implicit conventions. Identify the failure modes and propose explicit boundaries.,"Accurately define metrics in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",ISTQB,https://www.istqb.org/,metrics,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-metrics-03,testing-fundamentals,Testing fundamentals & quality engineering,metrics,Metrics,A,advanced,P2,occasional,system_design,Senior SDET | Lead SDET | QA Manager,"Design an enterprise-scale approach to metrics. Cover quality attributes, ownership, migration, observability, security, cost, and the evidence that would trigger revisiting the decision.","Accurately define metrics in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria. | Explain trade-offs at scale and identify conditions that would change the chosen design.",Which part of your design is most likely to become a maintenance problem after one year?,ISTQB,https://www.istqb.org/,metrics,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-metrics-04,testing-fundamentals,Testing fundamentals & quality engineering,metrics,Metrics,A,advanced,P2,occasional,incident_postmortem,Senior SDET | Lead SDET | QA Manager,"Lead a postmortem for a release failure rooted in metrics. Separate immediate recovery, root cause, systemic contributors, corrective actions, and verification of the prevention work.","Accurately define metrics in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,ISTQB,https://www.istqb.org/,metrics,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-release-readiness-01,testing-fundamentals,Testing fundamentals & quality engineering,release-readiness,Release Readiness,A,basic,P0,very_common,concept,Senior SDET | Lead SDET | QA Manager,"Define release readiness in Testing fundamentals & quality engineering. What decision does it support, and what symptoms show that the concept has been misunderstood?","Accurately define release readiness in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria.",What evidence would cause you to reject the first implementation of release readiness?,ISTQB,https://www.istqb.org/,release readiness,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-testing-fundamentals-release-readiness-02,testing-fundamentals,Testing fundamentals & quality engineering,release-readiness,Release Readiness,A,intermediate,P1,common,framework_design,Senior SDET | Lead SDET | QA Manager,Review an automation or quality architecture that handles release readiness through shared mutable utilities and implicit conventions. Identify the failure modes and propose explicit boundaries.,"Accurately define release readiness in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | State quality attributes and explicit trade-offs. | Include migration, governance, and verification criteria.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",ISTQB,https://www.istqb.org/,release readiness,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
